,,,,,,,,,,Runoff processes,,,,,,,,,,,,,,,,,,,Thresholds,,,,,,,,,,,,,,,,,,Maximum contribution of streamflow components (%),,,,,,,,,Controlling factors on SATURATION excess overland flow generation,,,,,,,,,Controlling factors on INFILTRATION excess overland flow generation,,,,,,,,Controlling factors on subsurface flow generation,,,,,,,,,,Controlling factors on stream runoff magnitude,,,,,,,,,,,,,Controlling factors on subsurface hydrological connectivity,,,,,,,,Model Temp scale,,Factors affecting model performance,,,,,,,,,,,,,,,,,
Catchment name,Size (km2),Climate class,MAP (mm),Country,Continent,Forest type,Longitude,Latitude,References,Ch. Precip,SEOF,IEOF,SubFlow,Slow/deep SubFlow,Return flow/interflow,Vertical flow,Lateral flow,Preferential flow (no specifica vert/lat),Macropore flow (no specifical vert/lat),Vertical preferential flow,Lateral preferential flow,Pipe flow,Matrix flow,(Perched) WT/GW dynamics and changes in GW storage,Filling of subsurface depressions /fill and spill,Subsurface hillslope-stream connectivity,Water movement through bedrock or at the soil/bedrock interface (either SubFlow or GW rise),Dynamics of saturated areas,Thresholds,Soil moisture- streamflow threshold,Soil moisture and rainfall -streamflow threshold,Subsurface connectivity - streamflow threshold,Rainfall-Subsurface connectivity threshold,Soil moisture -groundwater threshold,Rainfall - growundwater threshold,Rainfall - streamflow threshold,Groundwater - streamflow threshold,Soil moisture-subsurface flow threshold,Rainfall -suburface flow threshold,Streamflow-EC trheshold,Rainfall -new water threshold,New water - streamflow threshold,Soil moisture -ET threshold,Catchment area - streamflow threshold,Soil moisture -  overland flow threshold,Rainfall - overland flow threshold,Rainfall,Snow/Snowmelt,Throughfall,Soil  water,Groundwater and springs,Overland flow and surface water,Subsurface water,Event water ,Pre-event water,Storm characteristics (intensity/amount),Groundwater dynamics,Wetness conditions,Soil repellency,Soil impervouness,Soil Organic layer ,Ksat (soil conductivity),Understory vegetation,Geomorphic features (including riparian area) and microtopography and macrotopography,Storm characteristics (intensity/amount),Groundwater dynamics,Wetness conditions,Soil impervouness/repellency (including hydrophobicity and frozen soil),Soil Organic layer ,Ksat (soil conductivity),Understory vegetation,Geomorphic features (including riparian area) and microtopography and macrotopography (linear structures),Preferential flow,Rainfall Amount,Rainfall Intensity,Antecedent conditions,"Hydraulic conductivity, soil horizons, mineral/organic layers, infiltration capacity",Macropore/mesopore shape/extension,Soil depth,"Living/decayed roots, pipes and soil cracks","Topographic properties (slope, TWI, hillslope morphology)","Bedrock leackage, bedrock topography, bedrock fracturation",Precipitation amount*,Precipitation intensity,Precipitation  seasonality,Snowmelt volume,"SWE, snow depth and properties","Antecedent soil moisture, soil moisture deficit and saturation patterns",Antecedent water table depth and storage,"Forest type, interception and tree transpiration","Geological, topographic and geomorphological  setting","Catchment elevation for snowmelt and reduction ET, temp",Catchment size and/or stream (network) size,"Soil properties (including frozen soil, soil depth, ksat and hydrophobicity)",Hydrological connectivity,Rainfall/snowmelt intensity,Hillslope/catchment topography,Saturation of riparian areas / high antecedent conditions,Overland flow,Permafrost patterns,Seasonality,Vegetation patterns,"Soil structure, impeding layers",Event scale/daily scale,Seasonal/annual/multi-annual scale,ET (including stomatal resistance),"LAI, biomass, vegetation height","Soil properties (hydraulic conduct., soil saturation, soil depth)","Temperature, Snowpack/snowmelt dynamics",Antecedent rainfall and rainfall amount,Antecedent water table,Antecedent soil moisture,Soil storage capacity,Topography and geology,Elevation,Flow along soil-bedrock interface,"Catchment size, spatial distribution Q or snowmelt in subcatchments",,,,,,
N8 in Mt. Norikura,0.00015,D,3800,Japan,AS,0,137.560598,36.11401596,"Fujino et al., 2023",,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nantahala River near Rainbow Springs, NC",134,C,2072,USA,NA,2,-83.6,35.1,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
Necopastic,244,D,697,Canada,NA,2,-78.13333333,53.66666667,"Oreiller et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
"New River near Galax, VA",2955,C,1273.4,USA,NA,2,-81,36.6,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
NF Clearwater River at Bungalow Ranger Station ID,2586,D,1468.5,USA,NA,2,-115.5,46.6,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
"NF Coeur D Alene River at Enaville, ID",2318,B,1205.8,USA,NA,2,-116.3,47.6,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
No name (Bachmair 2012),0.21,C,970,Germany,EU,2,7.838,47.957,"Bachmair et al., 2012",,,,1,,,,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No name (Buttle 2001),0.000151,D,1100,Canada,NA,2,-78.83333333,45.18333333,"Buttle et al., 2001",,,,1,,,1,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,1,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No name (Fujita 2006),0.065,D,1813,Japan,AS,2,138.6333333,35.86666667,"Fujita et al., 2006",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"No name (Hartmann et al., 2023)",0.16,D,1273,South Korea,AS,1,128.1816,38.2051,"Hartmann et al., 2023",,,,1,,,,1,,,,,,,1,1,1,,,1,,,,,,,,1,,,,,,,,,,,,,60,100,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,
No name (Heller 2016),0.06,C,930,Germany,EU,2,13.16666667,50.56666667,"Heller eand Kebler, 2016",,1,,1,,1,1,1,1,1,,,,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,1,,,,,1,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"No name (Hemr et al, 2023)",0.0759,C,606,Czech Republic,EU,0,16.6747356,49.2901189,"Hemr et al., 2023",,,,1,,,1,1,1,1,1,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"No name (Lu et al., 2024)",0.0034,C,1400,China,AS,0,100.8522222,30.00361111,"Lu et al., 2024",,,,1,,,1,1,1,1,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,1,1,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"No name in Ayer Hitam Forested Reservoir (Saito et al., 2023)",4.69,A,2212,Malaysia,AS,2,101.6416667,3.016666667,"Saito et al., 2023",,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,98,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nolichucky River at Embreeville, TN",2085,C,1280.7,USA,NA,2,-82.5,36.2,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
North Fork Big Thompson River,220,D,875,USA,NA,2,-105.3333333,40.41666667,"Woolridge et al., 2020",,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,1,,1,,,,,,,,,,,,,1,1,,,,1,,,,,,1,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,
"North Fork Embarras River near Oblong, IL",824,D,1067.2,USA,NA,2,-87.9,39,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
"North Fork River near Tecumseh, MO",1453,C,1131.9,USA,NA,2,-92.2,36.6,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
North river,231.24,D,1378,USA,NA,2,-72.72555556,42.63833333,"Clark et al., 2017",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,
O Thom I,137,A,1370,Cambodia,AS,0,105.1,12.48333333,"Kabeya et al., 2018",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O Thom II,126,A,1370,Cambodia,AS,0,105.1,12.48333333,"Kabeya et al., 2018",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O Toek Loork,4,A,1370,Cambodia,AS,0,105.1,12.48333333,"Kabeya et al., 2018",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O’Shannassy,145.81,C,1345,Australia,AU-NZ,0,145.8666667,-37.62666667,"Jaskierniak et al., 2019",,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,
"Oborasawa Watershed 1 (aka catchment A in Momiyama et al., 2023)",0.49,C,3000,Japan,AS,1,139.2,35.46666667,"Oda et al., 2013; Momiyama et al., 2023",,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,
Oborasawa Watershed 3,0.07,C,3000,Japan,AS,1,139.2,35.46666667,"Oda et al., 2013",,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oborasawa Watershed 4,0.05,C,3000,Japan,AS,1,139.2,35.46666667,"Oda et al., 2013",,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ohio Brush Creek near WEST Union, OH",1002,D,1097.1,USA,NA,2,-83.4,38.8,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
Okaya,0.003491,C,1300,Japan,AS,2,138.0461111,36.04,"Gerke et al., 2015",,,1,1,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oostanaula,5481,C,1334,USA,NA,2,-85.138,34.2989,"Haas et al., 2024",,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
Ostfora,0.4,C,730,Sweden,EU,2,17.18333333,59.18333333,"Rhode and Seibert, 2011",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ouelle (St. Lawrence River),789,D,1021,Canada,NA,2,-69.95,47.38,"Kinnard et al., 2022; 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Owego Creek near Owego, NY",479,D,1015,USA,NA,2,-76.3,42.1,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
Padez,42.1,C,1140,Slovenia,EU,2,14.08333333,45.63333333,"Rusjan et al., 2015",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paint Rock River near Woodville, AL",829,C,1512.9,USA,NA,2,-86.3,34.6,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
Panola,0.41,C,1240,USA,NA,0,-84.17222222,33.63194444,"Burns et al., 2001; Peters et al., 2003; Uchida et al., 2005; James et al., 2010; Aulenbach et al., 2021",,,1,1,,,1,1,1,1,,,1,,1,,1,1,1,1,1,,,1,,,,,,1,,,,,,,,,,,30,100,,,,,,,,,,,,,,,,1,,,,,,1,1,1,1,1,1,,,,1,1,1,,,,1,1,,1,,,1,1,,1,1,,,,,,1,1,,,1,,,,,,1,,1,,,,,,,
PC1-08 (2A),0.000023,D,1100,Canada,NA,2,-78.83333333,45.18333333,"Peters et al., 1995; Buttle et al., 1997; Axworthy et al., 1999",1,,,1,,,1,1,1,1,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,1,,,,1,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,
PC1-08 (2B),0.000822,D,1100,Canada,NA,2,-78.83333333,45.18333333,"Peters et al., 1995; Buttle et al., 1997; Axworthy et al., 1999",1,,,1,,,1,1,1,1,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,1,,,,1,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,
"Pine Creek at Cedar Run, PA",1564,D,1089,USA,NA,2,-77.4,41.5,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
Plesne,0.89,D,1335,Czech Republic,EU,0,13.86666667,48.76666667,"Vystavna et al., 2021",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVY25,0.25,C,1000,USA,NA,2,-79.93333333,37.81666667,"Jensen et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVY35,0.35,C,1000,USA,NA,2,-79.93333333,37.81666667,"Jensen et al., 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUEETS,1.30,C,3145,USA,NA,0,-124.0005298,47.63076757,"Devine et al., 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quivolgo 2,0.33,C,941,Chile,SA,0,-72.2,-35.36666667,"Flores et al., 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,1,,,,,,,,,,,
Quivolgo 3,0.401,C,941,Chile,SA,1,-72.21666667,-35.38333333,"Flores et al., 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,1,,,,,,,,,,,
Quxi,9.9,C,1150,China,AS,2,111.95,30.85,"Cheng et al., 2009",,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,0.45,C,1225,USA,NA,2,-81.68333333,33.21666667,"Klaus et al., 2015; Du et al., 2016",,,,1,,1,1,1,,,,,,1,1,1,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Ranch Brook,9.6,D,1490,USA,NA,2,-72.78222222,44.50388889,"Wemple et al., 2007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rapidan River near Culpeper, VA",1212,C,1185.5,USA,NA,2,-78,38.4,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
"Rappahannock River at Remington, VA",1603,C,1135.9,USA,NA,2,-77.8,38.5,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
Re della Pietra,2,C,1316,Italy,EU,2,11.62181111,43.87790556,"Macchioli Grande et al., 2024",,,,1,,,1,1,1,1,,,,1,1,,1,1,,1,1,1,,,1,,,,,,,1,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,1,,,1,1,,,1,1,1,,1,1,,,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Red Creek at Vestry, MS",1142,C,1660,USA,NA,2,-88.8,30.7,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
Redondo Creek (Valles Caldera National Preserve),13.4,B,476,USA,NA,2,-106.5563889,35.87194444,"Liu et al., 2008",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rehefeld,16,C,1000,Germany,EU,2,13.68805556,50.7475,"Zehe et al., 2010",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,1,1,,,,1,,,,,,,,,,,
Ressi,0.02,C,1695,Italy,EU,0,11.265,45.78660833,"Penna et al., 2015; Gelmini et al., 2022; Segura et al., 2023",1,1,,1,,,,,1,1,,,,,1,,1,,,1,1,,,,,,,,,,,,,,,,,53,,,43,98,,,87,,,1,,,,,,,1,,,,,,,,,1,,,1,,,,,,,1,1,,,,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Rio Pichis,0.0075,A,2970,Perù,SA,0,-75.08333333,-10.21666667,"Elsembeer et al., 2000",,1,1,1,,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rudback,0.18,D,700,Finland,EU,0,24.23333333,60.15,"Koivusalo et al, 2000; Koivusalo and Kokkonen, 2003",,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,60,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,,,,,,,,,,,,,,,1,1,1,,1,1,,1,,,,,,,,,,,,
"S F Holston River near Damascus, VA",785,C,1246.3,USA,NA,2,-81.8,36.7,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
S1 in Oe,0.073,C,1500,Japan,AS,2,135.2166667,35.28333333,"Onda et al., 2001",,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2 in Oe,0.052,C,1500,Japan,AS,2,135.2166667,35.28333333,"Onda et al., 2001",,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saci,11.45,A,1600,Brasil,SA,2,-49.5,-26.5,"David et al., 2019",,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,
Sagehen Creek,34.7,C,850,USA,NA,2,-120.2411111,39.43222222,"Kirchner et al., 2020",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salt River near Monroe City, MO",5776,C,994,USA,NA,2,-91.7,39.5,"Singh et al., 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,1,,,1,,,,,,
San Juan,578,C,3519,Canada,NA,2,-124.5166667,48.96666667,"Brown et al., 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
San Salvador,0.92,C,926,Spain,EU,2,0.6,42.61666667,"Serrano-Muela et al., 2008; Juez et al., 2021",,,,1,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San-Du-Shui,2.85,C,1750,China,AS,2,113.35,25.4,"Wei et al., 2020",,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santee Watershed (WS80),1.6,C,1370,USA,NA,0,-79.8,33.15,"Epps et al., 2013; Griffin et al., 2014; Walega et al., 2020; Amatya et al., 2022",,1,,1,,,,,,,,,,,1,,,,,,,,,1,1,1,1,,,,,,,,,,,60,,,2,55,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,1,,1,,1,1,1,,,,,,,,,,,
Scotty creek,152,D,388,Canada,NA,2,-121.2833333,61.3,"Connon et al., 2015",,,,,,,,,,,,,,,1,,,,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
Serra,14.6,C,1467,Italy,EU,1,16.06305556,38.34305556,"Bombino et al., 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,
Serra de Cima (EUC),0.52,C,1500,Portugal,EU,1,-8.316666667,40.6,"Boulet et al., 2015; 2021",,1,1,1,,1,,1,1,1,,,1,1,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,1,,,1,,,,,1,1,,1,,,,,,1,,1,1,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
